imdbID,Title,Year,Genre,Director,Language,Country,Poster,imdbRating,BoxOffice
tt0298845,In America,2002,Drama,Jim Sheridan,"English, Spanish, Irish Gaelic","Ireland, United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGde,7.7,"$15,539,656"
tt0298856,Evelyn,2002,Drama,Bruce Beresford,English,"United States, Germany, Ireland, United Kingdom, Netherlands",https://m.media-amazon.com/images/M/MV5BMTYwNjUwNTkxOF5BMl5BanBnXkFtZTYwMzA1MDg5._V1_SX300.jpg,7.0,"$1,487,645"
tt0299117,Roger Dodger,2002,"Comedy, Drama",Dylan Kidd,"English, German",United States,https://m.media-amazon.com/images/M/MV5BNTRiMTNlMmMtNGIwNy00NmEyLWIxYWYtMDIyYmYxZTI1NjdkXkEyXkFqcGde,6.9,"$1,266,828"
tt0299172,Home on the Range,2004,"Animation, Adventure, Comedy","Will Finn, John Sanford","English, Mandarin",United States,https://m.media-amazon.com/images/M/MV5BYWIyNWEwZDctMzkzNC00NzkyLTk5YWUtOWQ5MzBhMGE1NTE4XkEyXkFqcGde,5.4,"$50,030,461"
tt0299458,All the Real Girls,2003,"Drama, Romance",David Gordon Green,English,United States,https://m.media-amazon.com/images/M/MV5BMTQ2MTI5NDY2M15BMl5BanBnXkFtZTYwNDc1MDI3._V1_SX300.jpg,6.8,"$549,666"
tt0299658,Chicago,2002,"Comedy, Crime, Musical",Rob Marshall,"English, Hungarian","United States, Germany, Canada, United Kingdom",https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGde,7.2,"$170,687,518"
tt0299863,Fabled,2002,"Drama, Mystery, Thriller",Ari Kirschenbaum,English,United States,https://m.media-amazon.com/images/M/MV5BNDA4MjY3NDk2N15BMl5BanBnXkFtZTcwNTI0OTkyMQ@@._V1_SX300.jpg,5.1,"$31,425"
tt0299930,Gigli,2003,"Comedy, Crime, Romance",Martin Brest,English,United States,https://m.media-amazon.com/images/M/MV5BMTE5MTYxMDg5NV5BMl5BanBnXkFtZTYwNjc5MzQ3._V1_SX300.jpg,2.5,"$6,087,542"
tt0299977,Ying xiong,2002,"Action, Adventure, Drama",Yimou Zhang,Mandarin,"China, Hong Kong",https://m.media-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGde,7.9,"$53,710,019"
tt0300015,I Capture the Castle,2003,"Drama, Romance",Tim Fywell,English,United Kingdom,https://m.media-amazon.com/images/M/MV5BOWQxZDUyODctMDc0Ni00OTgwLWIxZWItZWFkZWFkZDU3OWQ3XkEyXkFqcGde,6.9,"$1,179,035"
tt0300051,Jersey Girl,2004,"Comedy, Drama, Romance",Kevin Smith,English,United States,https://m.media-amazon.com/images/M/MV5BZTYxMTZlNTEtMjlmZS00ODFiLTg5ODUtYzJkMzc1MGNhYjVkXkEyXkFqcGde,6.2,"$25,268,157"
tt0300069,Kart Racer,2003,"Comedy, Drama, Family",Stuart Gillard,English,"Germany, Canada",https://m.media-amazon.com/images/M/MV5BOTc3NjI3MTM2MF5BMl5BanBnXkFtZTgwMDgxNDk3NzE@._V1_SX300.jpg,5.7,"$56,146"
tt0300140,Lilja 4-ever,2002,"Crime, Drama",Lukas Moodysson,"Russian, Swedish, English, Polish","Sweden, Denmark",https://m.media-amazon.com/images/M/MV5BNjkwZjZkODEtN2EwYi00OTc5LWJkMTQtMzEzMDBkNjJiM2UzXkEyXkFqcGde,7.8,"$184,023"
tt0300214,Morvern Callar,2002,Drama,Lynne Ramsay,"English, Spanish","United Kingdom, Canada",https://m.media-amazon.com/images/M/MV5BMTBjZmUxOTctYTM0Ni00ZjI0LTk5MDEtZWE2YzdlYzA5MzBmXkEyXkFqcGde,6.8,"$267,907"
tt0300270,The Holy Girl,2004,Drama,Lucrecia Martel,Spanish,"Argentina, Italy, Netherlands, Spain",https://m.media-amazon.com/images/M/MV5BOGU4MzYyYjYtMDViYi00NGMxLThhOGItZDJkNDNmMzdkY2E5XkEyXkFqcGde,6.8,"$304,124"
tt0300453,Satin Rouge,2002,"Drama, Musical, Romance",Raja Amari,"Arabic, French","Tunisia, France",https://m.media-amazon.com/images/M/MV5BMTkxNTU0NzExOF5BMl5BanBnXkFtZTcwMzkzMzUxMQ@@._V1_SX300.jpg,6.7,"$231,879"
tt0300471,Shanghai Knights,2003,"Action, Adventure, Comedy",David Dobkin,"English, Mandarin","United States, Hong Kong",https://m.media-amazon.com/images/M/MV5BMTMxMTgwOTI3Nl5BMl5BanBnXkFtZTYwMTI2NDQ3._V1_SX300.jpg,6.2,"$60,476,872"
tt0300532,Blue Crush,2002,"Drama, Romance, Sport",John Stockwell,English,"United States, Germany",https://m.media-amazon.com/images/M/MV5BYzYwZDQwNmEtMDIyNy00NjkzLWJjYTctNTYwNjI2MTBhMzEzXkEyXkFqcGde,5.7,"$40,390,647"
tt0300556,Timeline,2003,"Action, Adventure, Sci-Fi",Richard Donner,"English, French",United States,https://m.media-amazon.com/images/M/MV5BMTg5OTAyNDE3NV5BMl5BanBnXkFtZTYwOTkzMzE3._V1_SX300.jpg,5.7,"$19,481,943"
tt0300620,So Close,2002,"Action, Crime, Thriller",Corey Yuen,"Mandarin, Cantonese, English",Hong Kong,https://m.media-amazon.com/images/M/MV5BMjMyZDlkMTEtMDg3Yy00YTk3LTg0NDYtMjg1MGU4MWMyMTcxXkEyXkFqcGde,6.7,"$76,584"
tt0300922,All Babes Want to Kill Me,2005,"Comedy, Romance",Colin Miller,English,United States,https://m.media-amazon.com/images/M/MV5BYTgyYmFmZWMtY2FmZS00ODAyLTkwMTItMDViODJlZmE3OTExXkEyXkFqcGde,3.9,"$11,975"
tt0301050,Bolivia,1999,Drama,Israel Adrián Caetano,Spanish,"Argentina, Netherlands",https://m.media-amazon.com/images/M/MV5BMjE2MDk2Mzc3N15BMl5BanBnXkFtZTcwNzQzOTAzMQ@@._V1_SX300.jpg,7.3,"$33,098"
tt0301167,Dead or Alive: Final,2002,"Action, Comedy, Crime",Takashi Miike,"Japanese, Cantonese",Japan,https://m.media-amazon.com/images/M/MV5BZWJjMzdkMzAtNzgxNC00NzIyLTljNGQtOTQwNjI4M2Y0ZDc4L2ltYWdlL2lt,5.7,"$2,591"
tt0301181,Deliver Us from Eva,2003,"Comedy, Drama, Romance",Gary Hardwick,English,United States,https://m.media-amazon.com/images/M/MV5BZTVlYTAyZDMtNmQxMy00MWQ0LWFiNmEtMGQ0ODQ3NTFjYWU2XkEyXkFqcGde,6.1,"$17,573,594"
tt0301199,Dirty Pretty Things,2002,"Crime, Drama, Thriller",Stephen Frears,"English, Somali, Spanish, French",United Kingdom,https://m.media-amazon.com/images/M/MV5BNDMxOGM4ZjgtZjJhNS00MzVjLWI2ZjctYzhjN2NkMGI5OWZkXkEyXkFqcGde,7.3,"$8,112,414"
tt0301235,Hell House,2001,Documentary,George Ratliff,English,United States,https://m.media-amazon.com/images/M/MV5BMTc1OTUxNzE4M15BMl5BanBnXkFtZTYwNzM3Mzg5._V1_SX300.jpg,6.8,"$18,279"
tt0301357,Good Bye Lenin!,2003,"Comedy, Drama, Romance",Wolfgang Becker,"German, English, Russian",Germany,https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_SX300.jpg,7.7,"$4,064,200"
tt0301358,Crazy Like a Fox,2004,"Drama, Comedy",Richard Squires,English,United States,https://m.media-amazon.com/images/M/MV5BMTYwNTQ1MzEyMF5BMl5BanBnXkFtZTcwNjExMDA0MQ@@._V1_SX300.jpg,5.6,"$9,376"
tt0301390,The Heart of Me,2002,"Drama, Romance",Thaddeus O'Sullivan,English,"United Kingdom, Germany",https://m.media-amazon.com/images/M/MV5BYjhhNGQ1MTItNTA2ZS00NTU1LTg0YTEtZDFlNmY0ZTMxNzJkXkEyXkFqcGde,6.6,"$196,067"
tt0301414,Man on the Train,2002,"Crime, Drama, Thriller",Patrice Leconte,French,"France, United Kingdom, Germany, Japan",https://m.media-amazon.com/images/M/MV5BNWFmY2U5M2QtNTA0YS00MjdjLWJkZGItMjkzOWU3OTY4ZGU5XkEyXkFqcGde,7.2,"$2,542,020"
tt0301470,Jeepers Creepers 2,2003,Horror,Victor Salva,English,United States,https://m.media-amazon.com/images/M/MV5BMTIxNDI2NzQyNF5BMl5BanBnXkFtZTYwMTY5MTQ3._V1_SX300.jpg,5.6,"$35,667,218"
tt0301524,The Other Side of the Bed,2002,"Comedy, Drama, Musical",Emilio Martínez Lázaro,Spanish,Spain,https://m.media-amazon.com/images/M/MV5BYzI4MmFkOGYtYTFjNi00NDZjLTk3NzQtMDZhNWRkNjdhMzQxXkEyXkFqcGde,6.4,"$113,543"
tt0301555,God Grew Tired of Us,2006,Documentary,"Christopher Dillon Quinn, Tommy Walker",English,United States,https://m.media-amazon.com/images/M/MV5BMjk2OTIwMzUzOF5BMl5BanBnXkFtZTcwMDU3MzU0MQ@@._V1_SX300.jpg,7.9,"$301,447"
tt0301684,Once Upon a Time in the Midlands,2002,"Comedy, Drama, Romance",Shane Meadows,English,"United Kingdom, Germany",https://m.media-amazon.com/images/M/MV5BMTU2ODkzOTExOV5BMl5BanBnXkFtZTYwMzk0NTk2._V1_SX300.jpg,6.2,"$172,564"
tt0301727,Winged Migration,2001,Documentary,"Jacques Perrin, Jacques Cluzaud, Michel Debats","English, French","France, Germany, Switzerland, Spain, Italy",https://m.media-amazon.com/images/M/MV5BMTkwOTg5MTI5N15BMl5BanBnXkFtZTYwNTQ3Njk5._V1_SX300.jpg,8.0,"$11,689,053"
tt0301777,Robot Stories,2003,"Drama, Romance, Sci-Fi",Greg Pak,English,United States,https://m.media-amazon.com/images/M/MV5BMTk2MzY3NzM4N15BMl5BanBnXkFtZTcwNzc2ODcyMQ@@._V1_SX300.jpg,6.0,"$131,451"
tt0301893,State Property,2002,"Drama, Crime, Action",Abdul Malik Abbott,English,United States,https://m.media-amazon.com/images/M/MV5BMWVhOWEwOTctMGMzOS00ODJhLTliODEtN2ZjZTE4MzY5ZjUyXkEyXkFqcGde,4.5,"$2,106,838"
tt0301976,The United States of Leland,2003,Drama,Matthew Ryan Hoge,English,United States,https://m.media-amazon.com/images/M/MV5BOWY0ZWQwZTUtOTE1Zi00MTAxLWJmY2QtMWI4NDQ2OTk3NmQ3XkEyXkFqcGde,7.0,"$343,847"
tt0301978,Ten,2002,Drama,Abbas Kiarostami,Persian,"Iran, France, United States",https://m.media-amazon.com/images/M/MV5BNmUxMjQxNWEtNGU2MS00ODNhLTlmNTEtM2UyYjA3ZmMzNGFmXkEyXkFqcGde,7.4,"$105,990"
tt0302018,Wash Dry and Spin Out,2003,Drama,Dan Patton,English,United States,https://m.media-amazon.com/images/M/MV5BMTk0MTI3MDA0MF5BMl5BanBnXkFtZTcwNjQ2NTAwMQ@@._V1_SX300.jpg,5.5,"$1,570"
tt0302297,Barely Legal,2003,Comedy,David Mickey Evans,English,"Germany, United States",https://m.media-amazon.com/images/M/MV5BM2VlM2I4MWItNDMzYi00NTY2LTk4ZGItZWExYThhMTI1YjQ2XkEyXkFqcGde,4.7,"$26,511"
tt0302309,Benzina,2001,"Crime, Drama, Romance",Monica Stambrini,Italian,Italy,https://m.media-amazon.com/images/M/MV5BOTA2ZDJhMTktZjEzOS00OGEwLWE3MWItODJjYzI2YjY1MmMxXkEyXkFqcGde,5.4,"$11,023"
tt0302498,Raising Flagg,2006,Comedy,Neal Miller,English,United States,https://m.media-amazon.com/images/M/MV5BNDk3MDgyNzYzMV5BMl5BanBnXkFtZTcwODM1NjU0MQ@@._V1_SX300.jpg,5.4,"$4,130"
tt0302640,The Hot Chick,2002,"Comedy, Fantasy",Tom Brady,English,United States,https://m.media-amazon.com/images/M/MV5BMzY1NTAzNTA3Ml5BMl5BanBnXkFtZTYwMDA5Mzc3._V1_SX300.jpg,5.5,"$35,081,594"
tt0302674,Gerry,2002,"Adventure, Drama, Mystery",Gus Van Sant,English,"United States, Argentina, Jordan",https://m.media-amazon.com/images/M/MV5BOTg5ZDRlZjItODNmMy00MDI0LWIwOGYtZjA1ODEyN2U1ZTkwXkEyXkFqcGde,6.1,"$254,683"
tt0302882,L'odyssée d'Alice Tremblay,2002,"Comedy, Family, Fantasy",Denise Filiatrault,French,Canada,https://m.media-amazon.com/images/M/MV5BMTc2OTE2Njg1Nl5BMl5BanBnXkFtZTYwNTI5Mjg2._V1_SX300.jpg,5.3,"$1,734,925"
tt0302886,Old School,2003,Comedy,Todd Phillips,English,United States,https://m.media-amazon.com/images/M/MV5BN2VjNDQ4MDctMDY3Yy00MmZmLTlhM2MtMWE4NjJhZTlmNTAxL2ltYWdlXkEy,7.1,"$75,585,093"
tt0302889,On_Line,2002,Drama,Jed Weintrob,English,United States,https://m.media-amazon.com/images/M/MV5BMTQyNTcxNjgxN15BMl5BanBnXkFtZTcwNzU5MTAwMQ@@._V1_SX300.jpg,5.4,"$167,102"
tt0303010,Savage Messiah,2002,"Drama, Thriller",Mario Azzopardi,"French, English","Canada, United Kingdom",https://m.media-amazon.com/images/M/MV5BMTYwMjM1NDc0NF5BMl5BanBnXkFtZTcwNzYxNjMyMQ@@._V1_SX300.jpg,6.4,"$1,015,671"
tt0303243,Xing fu shi guang,2000,"Comedy, Drama, Romance",Yimou Zhang,Mandarin,China,https://m.media-amazon.com/images/M/MV5BMTIxNjQ2MjQ3Ml5BMl5BanBnXkFtZTYwMTc4OTc5._V1_SX300.jpg,7.3,"$240,093"
tt0303282,The Execution of Wanda Jean,2002,Documentary,Liz Garbus,English,United States,https://m.media-amazon.com/images/M/MV5BMjAyMTgxMjkyM15BMl5BanBnXkFtZTcwNTM5NzIzMQ@@._V1_SX300.jpg,7.1,"$1,386"
tt0303297,Amandla! A Revolution in Four Part Harmony,2002,"Documentary, History, Music",Lee Hirsch,"English, Zulu","South Africa, United States",https://m.media-amazon.com/images/M/MV5BNDcyODMwMzgyOV5BMl5BanBnXkFtZTcwNzgwNDQyMQ@@._V1_SX300.jpg,7.3,"$405,331"
tt0303313,The Business of Fancydancing,2002,"Drama, Music",Sherman Alexie,English,United States,https://m.media-amazon.com/images/M/MV5BMTYzMjgxOTI2M15BMl5BanBnXkFtZTcwNDAzMzIyMQ@@._V1_SX300.jpg,6.6,"$175,710"
tt0303321,The Cockettes,2002,Documentary,"Bill Weber, David Weissman",English,United States,https://m.media-amazon.com/images/M/MV5BN2I2NWRkOTgtYjdkNC00ZjAxLThhZjgtMGUzMTg5NjZiN2NkXkEyXkFqcGde,7.4,"$220,165"
tt0303326,Derrida,2002,Documentary,"Kirby Dick, Amy Ziering","English, French",United States,https://m.media-amazon.com/images/M/MV5BMzMyOTQ0NjgyMl5BMl5BanBnXkFtZTcwMjY0NTQyMQ@@._V1_SX300.jpg,6.5,"$157,200"
tt0303334,Family Fundamentals,2002,Documentary,Arthur Dong,English,United States,https://m.media-amazon.com/images/M/MV5BZTI2ODNiZGItYzQ3NS00NWY4LTkwOTYtOTIyM2FiOGE3Y2E5XkEyXkFqcGde,6.2,"$11,344"
tt0303348,How to Draw a Bunny,2002,Documentary,John W. Walter,English,United States,https://m.media-amazon.com/images/M/MV5BMTMzOTU4MDgxOF5BMl5BanBnXkFtZTcwOTIwNDYyMQ@@._V1_SX300.jpg,7.5,"$4,658"
